116058 silly lifecycle strip-dirs@1.1.1~preinstall: no script for preinstall, continuing
118119 silly build convert-source-map@1.5.0
118120 info linkStuff convert-source-map@1.5.0
118121 silly linkStuff convert-source-map@1.5.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118122 verbose linkBins convert-source-map@1.5.0
118123 verbose linkMans convert-source-map@1.5.0
118124 silly build cookie@0.3.1
118125 info linkStuff cookie@0.3.1
118126 silly linkStuff cookie@0.3.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118127 verbose linkBins cookie@0.3.1
118128 verbose linkMans cookie@0.3.1
118129 silly build cookie-signature@1.0.6
118130 info linkStuff cookie-signature@1.0.6
118131 silly linkStuff cookie-signature@1.0.6 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118132 verbose linkBins cookie-signature@1.0.6
118133 verbose linkMans cookie-signature@1.0.6
118134 silly build core-js@2.4.1
118135 info linkStuff core-js@2.4.1
118136 silly linkStuff core-js@2.4.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118137 verbose linkBins core-js@2.4.1
118138 verbose linkMans core-js@2.4.1
118139 silly build core-util-is@1.0.2
118140 info linkStuff core-util-is@1.0.2
118141 silly linkStuff core-util-is@1.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118142 verbose linkBins core-util-is@1.0.2
118143 verbose linkMans core-util-is@1.0.2
118144 silly build minimist@1.2.0
118145 info linkStuff minimist@1.2.0
118146 silly linkStuff minimist@1.2.0 has /home/nemo/laravel/mlm/node_modules/cosmiconfig/node_modules as its parent node_modules
118147 verbose linkBins minimist@1.2.0
118148 verbose linkMans minimist@1.2.0
118149 silly build create-error-class@3.0.2
118150 info linkStuff create-error-class@3.0.2
118151 silly linkStuff create-error-class@3.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118152 verbose linkBins create-error-class@3.0.2
118153 verbose linkMans create-error-class@3.0.2
118154 silly build crypt@0.0.2
118155 info linkStuff crypt@0.0.2
118156 silly linkStuff crypt@0.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118157 verbose linkBins crypt@0.0.2
118158 verbose linkMans crypt@0.0.2
118159 silly build source-map@0.4.4
118160 info linkStuff source-map@0.4.4
118161 silly linkStuff source-map@0.4.4 has /home/nemo/laravel/mlm/node_modules/css-loader/node_modules as its parent node_modules
118162 verbose linkBins source-map@0.4.4
118163 verbose linkMans source-map@0.4.4
118164 silly build source-map@0.1.43
118165 info linkStuff source-map@0.1.43
118166 silly linkStuff source-map@0.1.43 has /home/nemo/laravel/mlm/node_modules/css/node_modules as its parent node_modules
118167 verbose linkBins source-map@0.1.43
118168 verbose linkMans source-map@0.1.43
118169 silly build currently-unhandled@0.4.1
118170 info linkStuff currently-unhandled@0.4.1
118171 silly linkStuff currently-unhandled@0.4.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118172 verbose linkBins currently-unhandled@0.4.1
118173 verbose linkMans currently-unhandled@0.4.1
118174 silly build assert-plus@1.0.0
118175 info linkStuff assert-plus@1.0.0
118176 silly linkStuff assert-plus@1.0.0 has /home/nemo/laravel/mlm/node_modules/dashdash/node_modules as its parent node_modules
118177 verbose linkBins assert-plus@1.0.0
118178 verbose linkMans assert-plus@1.0.0
118179 silly build dashdash@1.14.1
118180 info linkStuff dashdash@1.14.1
118181 silly linkStuff dashdash@1.14.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118182 verbose linkBins dashdash@1.14.1
118183 verbose linkMans dashdash@1.14.1
118184 silly build date-now@0.1.4
118185 info linkStuff date-now@0.1.4
118186 silly linkStuff date-now@0.1.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118187 verbose linkBins date-now@0.1.4
118188 verbose linkMans date-now@0.1.4
118189 silly build console-browserify@1.1.0
118190 info linkStuff console-browserify@1.1.0
118191 silly linkStuff console-browserify@1.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118192 verbose linkBins console-browserify@1.1.0
118193 verbose linkMans console-browserify@1.1.0
118194 silly build dateformat@2.0.0
118195 info linkStuff dateformat@2.0.0
118196 silly linkStuff dateformat@2.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118197 verbose linkBins dateformat@2.0.0
118198 verbose linkMans dateformat@2.0.0
118199 silly build de-indent@1.0.2
118200 info linkStuff de-indent@1.0.2
118201 silly linkStuff de-indent@1.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118202 verbose linkBins de-indent@1.0.2
118203 verbose linkMans de-indent@1.0.2
118204 silly build decamelize@1.2.0
118205 info linkStuff decamelize@1.2.0
118206 silly linkStuff decamelize@1.2.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118207 verbose linkBins decamelize@1.2.0
118208 verbose linkMans decamelize@1.2.0
118209 silly build clone@0.2.0
118210 info linkStuff clone@0.2.0
118211 silly linkStuff clone@0.2.0 has /home/nemo/laravel/mlm/node_modules/decompress-tar/node_modules as its parent node_modules
118212 verbose linkBins clone@0.2.0
118213 verbose linkMans clone@0.2.0
118214 silly build object-assign@2.1.1
118215 info linkStuff object-assign@2.1.1
118216 silly linkStuff object-assign@2.1.1 has /home/nemo/laravel/mlm/node_modules/decompress-tar/node_modules as its parent node_modules
118217 verbose linkBins object-assign@2.1.1
118218 verbose linkMans object-assign@2.1.1
118219 silly build vinyl@0.4.6
118220 info linkStuff vinyl@0.4.6
118221 silly linkStuff vinyl@0.4.6 has /home/nemo/laravel/mlm/node_modules/decompress-tar/node_modules as its parent node_modules
118222 verbose linkBins vinyl@0.4.6
118223 verbose linkMans vinyl@0.4.6
118224 silly build clone@0.2.0
118225 info linkStuff clone@0.2.0
118226 silly linkStuff clone@0.2.0 has /home/nemo/laravel/mlm/node_modules/decompress-tarbz2/node_modules as its parent node_modules
118227 verbose linkBins clone@0.2.0
118228 verbose linkMans clone@0.2.0
118229 silly build object-assign@2.1.1
118230 info linkStuff object-assign@2.1.1
118231 silly linkStuff object-assign@2.1.1 has /home/nemo/laravel/mlm/node_modules/decompress-tarbz2/node_modules as its parent node_modules
118232 verbose linkBins object-assign@2.1.1
118233 verbose linkMans object-assign@2.1.1
118234 silly build vinyl@0.4.6
118235 info linkStuff vinyl@0.4.6
118236 silly linkStuff vinyl@0.4.6 has /home/nemo/laravel/mlm/node_modules/decompress-tarbz2/node_modules as its parent node_modules
118237 verbose linkBins vinyl@0.4.6
118238 verbose linkMans vinyl@0.4.6
118239 silly build clone@0.2.0
118240 info linkStuff clone@0.2.0
118241 silly linkStuff clone@0.2.0 has /home/nemo/laravel/mlm/node_modules/decompress-targz/node_modules as its parent node_modules
118242 verbose linkBins clone@0.2.0
118243 verbose linkMans clone@0.2.0
118244 silly build object-assign@2.1.1
118245 info linkStuff object-assign@2.1.1
118246 silly linkStuff object-assign@2.1.1 has /home/nemo/laravel/mlm/node_modules/decompress-targz/node_modules as its parent node_modules
118247 verbose linkBins object-assign@2.1.1
118248 verbose linkMans object-assign@2.1.1
118249 silly build vinyl@0.4.6
118250 info linkStuff vinyl@0.4.6
118251 silly linkStuff vinyl@0.4.6 has /home/nemo/laravel/mlm/node_modules/decompress-targz/node_modules as its parent node_modules
118252 verbose linkBins vinyl@0.4.6
118253 verbose linkMans vinyl@0.4.6
118254 silly build deep-equal@1.0.1
118255 info linkStuff deep-equal@1.0.1
118256 silly linkStuff deep-equal@1.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118257 verbose linkBins deep-equal@1.0.1
118258 verbose linkMans deep-equal@1.0.1
118259 silly build deep-extend@0.4.2
118260 info linkStuff deep-extend@0.4.2
118261 silly linkStuff deep-extend@0.4.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118262 verbose linkBins deep-extend@0.4.2
118263 verbose linkMans deep-extend@0.4.2
118264 silly build deep-is@0.1.3
118265 info linkStuff deep-is@0.1.3
118266 silly linkStuff deep-is@0.1.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118267 verbose linkBins deep-is@0.1.3
118268 verbose linkMans deep-is@0.1.3
118269 silly build delayed-stream@1.0.0
118270 info linkStuff delayed-stream@1.0.0
118271 silly linkStuff delayed-stream@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118272 verbose linkBins delayed-stream@1.0.0
118273 verbose linkMans delayed-stream@1.0.0
118274 silly build combined-stream@1.0.5
118275 info linkStuff combined-stream@1.0.5
118276 silly linkStuff combined-stream@1.0.5 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118277 verbose linkBins combined-stream@1.0.5
118278 verbose linkMans combined-stream@1.0.5
118279 silly build delegates@1.0.0
118280 info linkStuff delegates@1.0.0
118281 silly linkStuff delegates@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118282 verbose linkBins delegates@1.0.0
118283 verbose linkMans delegates@1.0.0
118284 silly build depd@1.1.0
118285 info linkStuff depd@1.1.0
118286 silly linkStuff depd@1.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118287 verbose linkBins depd@1.1.0
118288 verbose linkMans depd@1.1.0
118289 silly build destroy@1.0.4
118290 info linkStuff destroy@1.0.4
118291 silly linkStuff destroy@1.0.4 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118292 verbose linkBins destroy@1.0.4
118293 verbose linkMans destroy@1.0.4
118294 silly build detect-node@2.0.3
118295 info linkStuff detect-node@2.0.3
118296 silly linkStuff detect-node@2.0.3 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118297 verbose linkBins detect-node@2.0.3
118298 verbose linkMans detect-node@2.0.3
118299 silly build dev-ip@1.0.1
118300 info linkStuff dev-ip@1.0.1
118301 silly linkStuff dev-ip@1.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118302 verbose linkBins dev-ip@1.0.1
118303 verbose link bins [ { 'dev-ip': 'lib/dev-ip.js' },
118303 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
118303 verbose link bins   false ]
118304 verbose linkMans dev-ip@1.0.1
118305 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/dev-ip is being purged
118306 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/dev-ip
118307 silly build dns-equal@1.0.0
118308 info linkStuff dns-equal@1.0.0
118309 silly linkStuff dns-equal@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118310 verbose linkBins dns-equal@1.0.0
118311 verbose linkMans dns-equal@1.0.0
118312 silly build dns-txt@2.0.2
118313 info linkStuff dns-txt@2.0.2
118314 silly linkStuff dns-txt@2.0.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118315 verbose linkBins dns-txt@2.0.2
118316 verbose linkMans dns-txt@2.0.2
118317 silly build domelementtype@1.1.3
118318 info linkStuff domelementtype@1.1.3
118319 silly linkStuff domelementtype@1.1.3 has /home/nemo/laravel/mlm/node_modules/dom-serializer/node_modules as its parent node_modules
118320 verbose linkBins domelementtype@1.1.3
118321 verbose linkMans domelementtype@1.1.3
118322 silly build domain-browser@1.1.7
118323 info linkStuff domain-browser@1.1.7
118324 silly linkStuff domain-browser@1.1.7 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118325 verbose linkBins domain-browser@1.1.7
118326 verbose linkMans domain-browser@1.1.7
118327 silly build domelementtype@1.3.0
118328 info linkStuff domelementtype@1.3.0
118329 silly linkStuff domelementtype@1.3.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118330 verbose linkBins domelementtype@1.3.0
118331 verbose linkMans domelementtype@1.3.0
118332 silly build domhandler@2.4.1
118333 info linkStuff domhandler@2.4.1
118334 silly linkStuff domhandler@2.4.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118335 verbose linkBins domhandler@2.4.1
118336 verbose linkMans domhandler@2.4.1
118337 silly build dotenv@4.0.0
118338 info linkStuff dotenv@4.0.0
118339 silly linkStuff dotenv@4.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118340 verbose linkBins dotenv@4.0.0
118341 verbose linkMans dotenv@4.0.0
118342 silly build lodash@3.10.1
118343 info linkStuff lodash@3.10.1
118344 silly linkStuff lodash@3.10.1 has /home/nemo/laravel/mlm/node_modules/easy-extender/node_modules as its parent node_modules
118345 verbose linkBins lodash@3.10.1
118346 verbose linkMans lodash@3.10.1
118347 silly build easy-extender@2.3.2
118348 info linkStuff easy-extender@2.3.2
118349 silly linkStuff easy-extender@2.3.2 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118350 verbose linkBins easy-extender@2.3.2
118351 verbose linkMans easy-extender@2.3.2
118352 silly build ee-first@1.1.1
118353 info linkStuff ee-first@1.1.1
118354 silly linkStuff ee-first@1.1.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118355 verbose linkBins ee-first@1.1.1
118356 verbose linkMans ee-first@1.1.1
118357 silly build electron-to-chromium@1.3.16
118358 info linkStuff electron-to-chromium@1.3.16
118359 silly linkStuff electron-to-chromium@1.3.16 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118360 verbose linkBins electron-to-chromium@1.3.16
118361 verbose linkMans electron-to-chromium@1.3.16
118362 silly build browserslist@1.7.7
118363 info linkStuff browserslist@1.7.7
118364 silly linkStuff browserslist@1.7.7 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118365 verbose linkBins browserslist@1.7.7
118366 verbose link bins [ { browserslist: './cli.js' },
118366 verbose link bins   '/home/nemo/laravel/mlm/node_modules/.bin',
118366 verbose link bins   false ]
118367 verbose linkMans browserslist@1.7.7
118368 silly gentlyRm /home/nemo/laravel/mlm/node_modules/.bin/browserslist is being purged
118369 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/.bin/browserslist
118370 silly build browserslist@2.2.2
118371 info linkStuff browserslist@2.2.2
118372 silly linkStuff browserslist@2.2.2 has /home/nemo/laravel/mlm/node_modules/babel-preset-env/node_modules as its parent node_modules
118373 verbose linkBins browserslist@2.2.2
118374 verbose link bins [ { browserslist: './cli.js' },
118374 verbose link bins   '/home/nemo/laravel/mlm/node_modules/babel-preset-env/node_modules/.bin',
118374 verbose link bins   false ]
118375 verbose linkMans browserslist@2.2.2
118376 silly gentlyRm /home/nemo/laravel/mlm/node_modules/babel-preset-env/node_modules/.bin/browserslist is being purged
118377 verbose gentlyRm don't care about contents; nuking /home/nemo/laravel/mlm/node_modules/babel-preset-env/node_modules/.bin/browserslist
118378 silly build emitter-steward@1.0.0
118379 info linkStuff emitter-steward@1.0.0
118380 silly linkStuff emitter-steward@1.0.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118381 verbose linkBins emitter-steward@1.0.0
118382 verbose linkMans emitter-steward@1.0.0
118383 silly build emojis-list@2.1.0
118384 info linkStuff emojis-list@2.1.0
118385 silly linkStuff emojis-list@2.1.0 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118386 verbose linkBins emojis-list@2.1.0
118387 verbose linkMans emojis-list@2.1.0
118388 silly build encodeurl@1.0.1
118389 info linkStuff encodeurl@1.0.1
118390 silly linkStuff encodeurl@1.0.1 has /home/nemo/laravel/mlm/node_modules as its parent node_modules
118391 verbose linkBins encodeurl@1.0.1
118392 verbose linkMans encodeurl@1.0.1
118393 silly build component-emitter@1.2.1
118394 info linkStuff component-emitter@1.2.1
118395 silly linkStuff component-emitter@1.2.1 has /home/nemo/laravel/mlm/node_modules/engine.io-client/node_modules as its parent node_modules
118396 verbose linkBins component-emitter@1.2.1
118397 verbose linkMans component-emitter@1.2.1
118398 silly build ms@0.7.2
118399 info linkStuff ms@0.7.2
118400 silly linkStuff ms@0.7.2 has /home/nemo/laravel/mlm/node_modules/engine.io-client/node_modules as its parent node_modules
118401 verbose linkBins ms@0.7.2
118402 verbose linkMans ms@0.7.2
118403 silly build debug@2.3.3
